"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"MYVO","326072_NW",326072,"NW","South Coastal Region",49.05235,-122.58989,9,6,TRUE,0.6995,0.6632,0.5565,0.7587
"MYVO","326072_SE",326072,"SE","South Coastal Region",49.0144,-122.52755,6,3,TRUE,0.5474,0.6739,0.5711,0.767
"MYVO","326072_SW",326072,"SW","South Coastal Region",49.01082,-122.58104,9,9,TRUE,1,0.8,0.7043,0.8798
"MYVO","37274_NE",37274,"NE","Northern Region",53.08874,-119.20318,6,1,TRUE,0.1986,0.8187,0.6835,0.9189
"MYVO","37274_SE",37274,"SE","Northern Region",53.05051,-119.21418,5,5,TRUE,1,0.8264,0.7228,0.906
"MYVO","37274_SW",37274,"SW","Northern Region",53.03564,-119.22895,6,5,TRUE,0.9446,0.7136,0.576,0.8331
"MYVO","38442_NW",38442,"NW","Okanagan Region",51.51999,-122.28978,6,6,TRUE,1,0.687,0.5927,0.774
"MYVO","38442_SW",38442,"SW","Okanagan Region",51.50238,-122.28992,7,4,TRUE,0.6776,0.6989,0.6059,0.7837
"MYVO","42026_NE",42026,"NE","Northern Region",55.85527,-121.65345,3,3,TRUE,1,0.8283,0.7349,0.9037
"MYVO","42026_NW",42026,"NW","Northern Region",55.83616,-121.71691,3,2,TRUE,0.8139,0.8122,0.7181,0.8896
"MYVO","42026_SE",42026,"SE","Northern Region",55.81797,-121.66405,3,3,TRUE,1,0.8275,0.7329,0.9031
"MYVO","42026_SW",42026,"SW","Northern Region",55.81131,-121.70131,3,3,TRUE,1,0.8149,0.718,0.8952
"MYVO","47210_NW",47210,"NW","Okanagan Region",49.84159,-119.9783,3,3,TRUE,1,0.554,0.4416,0.6668
"MYVO","47210_SE",47210,"SE","Okanagan Region",49.79638,-119.86985,3,1,TRUE,0.3851,0.5573,0.4544,0.657
"MYVO","47210_SW",47210,"SW","Okanagan Region",49.79097,-119.95267,2,1,TRUE,0.5301,0.6256,0.5405,0.7052
"MYVO","47322_NE",47322,"NE","Northern Region",55.69808,-120.43213,8,8,TRUE,1,0.721,0.6005,0.8297
"MYVO","47322_NW",47322,"NW","Northern Region",55.70016,-120.48989,6,6,TRUE,1,0.751,0.6457,0.844
"MYVO","47322_SE",47322,"SE","Northern Region",55.64597,-120.40102,5,5,TRUE,1,0.6955,0.5662,0.8126
"MYVO","47322_SW",47322,"SW","Northern Region",55.65446,-120.49465,8,7,TRUE,0.9356,0.8029,0.7124,0.8806
"MYVO","57322_NE",57322,"NE","South Coastal Region",49.09454,-122.09881,7,6,TRUE,0.9324,0.6137,0.4914,0.7236
"MYVO","57322_NW",57322,"NW","South Coastal Region",49.07915,-122.16077,7,6,TRUE,0.9303,0.7377,0.6454,0.8222
"MYVO","57322_SE",57322,"SE","South Coastal Region",49.0141,-122.09198,7,5,TRUE,0.739,0.563,0.4393,0.6793
"MYVO","57322_SW",57322,"SW","South Coastal Region",49.01663,-122.15131,7,6,TRUE,0.9007,0.7966,0.6969,0.8808
"MYVO","58842_NW",58842,"NW","Northern Region",54.79952,-121.1886,2,1,TRUE,0.5164,0.7003,0.5379,0.8383
"MYVO","58842_SE",58842,"SE","Northern Region",54.73781,-121.16052,2,1,TRUE,0.5121,0.6475,0.4805,0.8005
"MYVO","58842_SW",58842,"SW","Northern Region",54.75716,-121.25541,2,2,TRUE,1,0.6233,0.4514,0.7832
"MYVO","5994_NE",5994,"NE","Kootenay Region",49.26067,-115.24894,5,5,TRUE,1,0.724,0.6275,0.8117
"MYVO","5994_SE",5994,"SE","Kootenay Region",49.21228,-115.26277,5,4,TRUE,0.8126,0.6664,0.5584,0.7659
"MYVO","60586_NW",60586,"NW","Kootenay Region",50.93041,-116.39001,6,6,TRUE,1,0.7295,0.6465,0.8056
"MYVO","60586_SW",60586,"SW","Kootenay Region",50.90342,-116.39335,6,5,TRUE,0.898,0.8268,0.6949,0.9225
"MYVO","6202_NE",6202,"NE","South Coastal Region",48.53741,-123.50119,6,3,TRUE,0.5813,0.7309,0.6431,0.8109
"MYVO","6202_NW",6202,"NW","South Coastal Region",48.50788,-123.60088,6,1,TRUE,0.2624,0.6793,0.563,0.7831
"MYVO","6202_SE",6202,"SE","South Coastal Region",48.48934,-123.5079,4,2,TRUE,0.5181,0.7388,0.6603,0.8109
"MYVO","6202_SW",6202,"SW","South Coastal Region",48.48637,-123.54913,7,2,TRUE,0.3533,0.6812,0.5855,0.7683
"MYVO","70250_NW",70250,"NW","Kootenay Region",51.24583,-116.91793,6,6,TRUE,1,0.6963,0.602,0.7827
"MYVO","70250_SW",70250,"SW","Kootenay Region",51.20982,-116.89974,4,3,TRUE,0.8486,0.7693,0.687,0.844
"MYVO","73002_NE",73002,"NE","Okanagan Region",50.85067,-121.87219,8,5,TRUE,0.6679,0.6233,0.516,0.7222
"MYVO","73002_SE",73002,"SE","Okanagan Region",50.82484,-121.86896,9,2,TRUE,0.2899,0.6443,0.5209,0.7581
"MYVO","73002_SW",73002,"SW","Okanagan Region",50.80422,-121.87782,9,6,TRUE,0.6773,0.6253,0.5336,0.7132
"MYVO","73786_NW",73786,"NW","South Coastal Region",49.12334,-123.06198,9,1,TRUE,0.1643,0.701,0.5969,0.7899
"MYVO","73786_SE",73786,"SE","South Coastal Region",49.12604,-123.00163,9,6,TRUE,0.8103,0.6231,0.4875,0.7423
"MYVO","73786_SW",73786,"SW","South Coastal Region",49.10823,-123.07992,7,1,TRUE,0.1932,0.836,0.7151,0.9285
"MYVO","77162_NE",77162,"NE","Kootenay Region",50.95478,-118.09975,5,1,TRUE,0.2879,0.6964,0.558,0.8269
"MYVO","77162_SW",77162,"SW","Kootenay Region",50.886,-118.10586,8,7,TRUE,0.8946,0.7153,0.6166,0.8037
"MYVO","79018_NE",79018,"NE","Kootenay Region",50.2021,-116.91007,8,6,TRUE,0.785,0.6619,0.5655,0.7501
"MYVO","79018_NW",79018,"NW","Kootenay Region",50.19383,-116.94752,8,7,TRUE,0.9358,0.6738,0.5568,0.7775
"MYVO","79018_SE",79018,"SE","Kootenay Region",50.18723,-116.90419,8,5,TRUE,0.6466,0.5956,0.4644,0.7204
"MYVO","79018_SW",79018,"SW","Kootenay Region",50.17771,-116.95968,7,7,TRUE,1,0.7537,0.6449,0.8417
"MYVO","86074_NE",86074,"NE","South Coastal Region",49.23087,-122.3056,7,3,TRUE,0.4379,0.5963,0.4486,0.733
"MYVO","86074_NW",86074,"NW","South Coastal Region",49.18442,-122.40331,3,3,TRUE,1,0.7397,0.6549,0.8193
"MYVO","86074_SE",86074,"SE","South Coastal Region",49.16962,-122.3193,4,3,TRUE,0.7652,0.7981,0.7025,0.8812
"MYVO","86074_SW",86074,"SW","South Coastal Region",49.14174,-122.38204,6,4,TRUE,0.7328,0.6974,0.6009,0.7818
"MYVO","89962_NE",89962,"NE","Kootenay Region",49.07682,-117.5986,3,2,TRUE,0.6927,0.6825,0.5771,0.7786
"MYVO","89962_SE",89962,"SE","Kootenay Region",49.00974,-117.57236,3,2,TRUE,0.7404,0.7609,0.665,0.8433
"MYVO","89962_SW",89962,"SW","Kootenay Region",49.0077,-117.63034,3,3,TRUE,1,0.654,0.493,0.7846
"MYVO","93290_NE",93290,"NE","Okanagan Region",49.44361,-119.56535,6,2,TRUE,0.3833,0.7007,0.6112,0.7825
"MYVO","93290_NW",93290,"NW","Okanagan Region",49.41531,-119.6018,9,9,TRUE,1,0.6593,0.5691,0.746
"MYVO","93290_SE",93290,"SE","Okanagan Region",49.38433,-119.56165,8,7,TRUE,0.8886,0.7389,0.6368,0.8296
"MYVO","93290_SW",93290,"SW","Okanagan Region",49.37943,-119.59374,9,3,TRUE,0.36,0.5848,0.4837,0.6824
"MYVO","94522_NW",94522,"NW","Northern Region",53.10732,-131.86467,3,0,FALSE,0.0225,0.6984,0.5266,0.8439
"MYVO","94522_SE",94522,"SE","Northern Region",53.08196,-131.77925,3,0,FALSE,0.028,0.7559,0.6004,0.877
"MYVO","9466_NE",9466,"NE","Northern Region",57.34435,-125.50932,2,2,TRUE,1,0.8041,0.6949,0.8945
"MYVO","9466_NW",9466,"NW","Northern Region",57.3459,-125.55037,3,2,TRUE,0.9407,0.8618,0.7208,0.9498
"MYVO","9466_SE",9466,"SE","Northern Region",57.31575,-125.49037,3,3,TRUE,1,0.7361,0.5977,0.8508
"MYVO","9466_SW",9466,"SW","Northern Region",57.29483,-125.51474,3,3,TRUE,1,0.8115,0.7165,0.8912
"MYVO","986_NE",986,"NE","Northern Region",53.188,-121.30225,8,7,TRUE,0.9759,0.8641,0.7018,0.9583
"MYVO","986_SE",986,"SE","Northern Region",53.1392,-121.2577,6,5,TRUE,0.9804,0.8073,0.6687,0.9112
